"name", "sex", "election_type", "party", "initials", "position", "account"
"Toni Cantó García del Moral", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/PMorgado11"
"Juan Domingo Muñoz Estepa", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/NarcisoEstelles"
"Nuria Galvany Castillo", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/Mariola42"
"Patricia Galiana Sastre", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/albagaliano5"
"Luis Arquillos Cruz", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/cruzarcos"
"José Vicente Aleixandre Blanquer", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "7", "No result found for José Vicente Aleixandre Blanquer of C's in VALENCIA/VALÈNCIA"
"Asunción Sanchís Morera", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "8", "https://twitter.com/daupv"
"Ricardo Yaya Tur", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "9", "https://twitter.com/ryt64"
"María José Miquel Alcamí", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "10", "https://twitter.com/alcami67"
"Vicente Raga Segarra", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "11", "https://twitter.com/NarcisoEstelles"
"Salvador Martínez Medina", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "12", "https://twitter.com/salvador_mtz"
"María Amparo Moya Sanz", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "13", "https://twitter.com/AmparoRubiales"
"Daniel Bellod Yrissarri", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "14", "https://twitter.com/rar_valencia"
"María Derqui Fenollera", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "15", "No result found for María Derqui Fenollera of C's in VALENCIA/VALÈNCIA"
"Ricardo Sixto Iglesias", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "1", "https://twitter.com/Rsixtoiglesias"
"Roser Maestro Moliner", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "2", "https://twitter.com/Biscuter03"
"Francisco Javier Parra Molina", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "3", "https://twitter.com/javier_parra"
"Conxa Querol Roselló", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "4", "No result found for Conxa Querol Roselló of UNITAT POPULAR EN COMÚN in VALENCIA/VALÈNCIA"
"Josep Vicent Langa Gómez", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "5", "No result found for Josep Vicent Langa Gómez of UNITAT POPULAR EN COMÚN in VALENCIA/VALÈNCIA"
"Dulce María Escribà Ruiz", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "6", "https://twitter.com/XochitlGalvez"
"Gumersindo Pardo Peiró", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "7", "No result found for Gumersindo Pardo Peiró of UNITAT POPULAR EN COMÚN in VALENCIA/VALÈNCIA"
"Patricia Martínez Furió", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "8", "https://twitter.com/Federicoquevedo"
"Marc Vendrell Martínez", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "9", "https://twitter.com/marcmartintw"
"Patricia Salgado Alcaide", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "10", "https://twitter.com/morganazurda"
"Rafael Pérez Gil", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "11", "https://twitter.com/RPerez6_"
"María Purificación Martí Tomás", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "12", "No result found for María Purificación Martí Tomás of UNITAT POPULAR EN COMÚN in VALENCIA/VALÈNCIA"
"Juan Cervera Arrúe", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "13", "No result found for Juan Cervera Arrúe of UNITAT POPULAR EN COMÚN in VALENCIA/VALÈNCIA"
"Julia Sánchez Córdoba", "1", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "14", "https://twitter.com/Julia_LSanchez"
"Rafael García Marín", "0", "congress", "UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ, UNITAT POPULAR EN COMÚN", "EUPV-UPeC", "15", "https://twitter.com/tacuenco"
"Elena María Bastidas Bono", "1", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/Ralph_Peterson7"
"Belén Hoyo Juliá", "1", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/BelenHoyo"
"Rubén Moreno Palanques", "0", "congress", "PARTIDO POPULAR", "PP", "3", "No result found for Rubén Moreno Palanques of PP in VALENCIA/VALÈNCIA"
"José María Chiquillo Barber", "0", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/chiquillobarber"
"Juan Vicente Pérez Aras", "0", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/JCcaballeroM"
"Óscar Gamazo Micó", "0", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/imagina1detalle"
"Ignacio Gil Lázaro", "0", "congress", "PARTIDO POPULAR", "PP", "7", "https://twitter.com/lazaro_ignacio"
"Jaime López Bronchud", "", "congress", "PARTIDO POPULAR", "PP", "8", "https://twitter.com/Bronchud"
"Teresa García Sena", "1", "congress", "PARTIDO POPULAR", "PP", "9", "https://twitter.com/TeresaGS26"
"Verónica Alcocer Carrión", "1", "congress", "PARTIDO POPULAR", "PP", "10", "No result found for Verónica Alcocer Carrión of PP in VALENCIA/VALÈNCIA"
"Vicente Ferrer Roselló", "0", "congress", "PARTIDO POPULAR", "PP", "11", "No result found for Vicente Ferrer Roselló of PP in VALENCIA/VALÈNCIA"
"Pedro García Ribot", "0", "congress", "PARTIDO POPULAR", "PP", "12", "https://twitter.com/pedrogribot"
"Celia Juan Escrivá", "1", "congress", "PARTIDO POPULAR", "PP", "13", "https://twitter.com/chiquitajos"
"José Luis Ramírez Ortiz", "0", "congress", "PARTIDO POPULAR", "PP", "14", "https://twitter.com/MENOSGRILLA"
"Cristina García Zapater", "1", "congress", "PARTIDO POPULAR", "PP", "15", "https://twitter.com/VotaDN"
"Yuri Aguilar Sanz", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/sryuriaguilar"
"Beatriz Rabasa Sanchís", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "No result found for Beatriz Rabasa Sanchís of UPyD in VALENCIA/VALÈNCIA"
"Alicia Isabel Bayarri González", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/sryuriaguilar"
"Francisco Javier Arias Muñoz", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/funnelmx"
"Vidal Ortega Calvo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/MaletadePortbou"
"Carlos González Zancajo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/GonzalezZancajo"
"Esther Giraldo Reboloso", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "7", "No result found for Esther Giraldo Reboloso of UPyD in VALENCIA/VALÈNCIA"
"Fernando José Gómez Gil", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "8", "https://twitter.com/Joargomez"
"María Dolores Prats Navarro", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "9", "https://mobile.twitter.com/josemanfer1967"
"Pascual Muñoz Muñoz", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "10", "https://twitter.com/munozpascual"
"Vicente Ramada Bernabeu", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "11", "https://twitter.com/martanietob"
"Javier Bezares Garrido", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "12", "https://twitter.com/Gaspar_F"
"María Luz García Martí", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "13", "https://twitter.com/MaartiGaarcia"
"Laura Ericka Villalobos Cruz", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "14", "https://twitter.com/eryclass"
"José Antonio Prats Navarro", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "15", "https://twitter.com/alexisycesar"
"Joan Baldoví Roda", "", "congress", "COMPROMÍS-PODEMOS-ÉS EL MOMENT", "PODEMOS-COMPROMÍS", "1", "https://twitter.com/joanbaldovi"
"Ángela Ballester Muñoz", "", "congress", "COMPROMÍS-PODEMOS-ÉS EL MOMENT", "PODEMOS-COMPROMÍS", "2", "https://twitter.com/rmorenoac"
"Enric Bataller i Ruiz", "", "congress", "COMPROMÍS-PODEMOS-ÉS EL MOMENT", "PODEMOS-COMPROMÍS", "3", "https://twitter.com/ebataller"
"Rosana Pastor Muñoz (Independiente)", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "4", "No result found for Rosana Pastor Muñoz (Independiente) of PODEMOS-COMPROMÍS in VALENCIA/VALÈNCIA"
"Txema Guijarro García", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "5", "https://twitter.com/CesarDonnelly"
"Paula Espinosa Giménez", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "6", "https://twitter.com/Cancunkar"
"Lola Bañón Castellón", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "7", "No result found for Lola Bañón Castellón of PODEMOS-COMPROMÍS in VALENCIA/VALÈNCIA"
"Vicent Alonso Climent", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "8", "https://twitter.com/vicentsolerm"
"Sergi González Zarzo", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "9", "https://twitter.com/Foroele"
"Reyes Matamales Arribas", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "10", "https://twitter.com/reyesmatamales"
"Teresa Díaz Oltra", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "11", "https://twitter.com/teresadiazoltra"
"Mamen Gimeno Pérez", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "12", "https://twitter.com/mamengimeno"
"Jaime Paulino Cuenca", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "13", "https://twitter.com/Jaime_Paulino_"
"Paula Paniza Martínez", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "14", "https://twitter.com/VBoluda"
"Joan Ribó Canut", "", "congress", "Independiente", "PODEMOS-COMPROMÍS", "15", "https://twitter.com/joanribocanut"
"Ana Calatayud Tortosa", "1", "congress", "EN POSITIU", "EN POSITIU", "1", "https://twitter.com/irenegallegomon"
"Emilio José Espert Navarro", "0", "congress", "EN POSITIU", "EN POSITIU", "2", "https://twitter.com/pradojj"
"María José Martínez Mas", "1", "congress", "EN POSITIU", "EN POSITIU", "3", "https://twitter.com/mjmpaz"
"Máximo Rueda Pitarque", "0", "congress", "EN POSITIU", "EN POSITIU", "4", "No result found for Máximo Rueda Pitarque of EN POSITIU in VALENCIA/VALÈNCIA"
"Amparo Giner Lorenzo", "1", "congress", "EN POSITIU", "EN POSITIU", "5", "https://twitter.com/AmparoValcarce1"
"Juan José Llopis Puig", "0", "congress", "EN POSITIU", "EN POSITIU", "6", "https://twitter.com/laurallopis"
"Patricia Romero García", "1", "congress", "EN POSITIU", "EN POSITIU", "7", "https://twitter.com/GarciaRomero_"
"Antonio María Fornés Cervera", "0", "congress", "EN POSITIU", "EN POSITIU", "8", "https://twitter.com/laura291994"
"María Carmen Barba García", "1", "congress", "EN POSITIU", "EN POSITIU", "9", "https://twitter.com/karmenfaba"
"Ramón Cebriá Pascual", "0", "congress", "EN POSITIU", "EN POSITIU", "10", "https://twitter.com/ACSPicassent"
"Rosario Navarro Sala", "1", "congress", "EN POSITIU", "EN POSITIU", "11", "https://twitter.com/tenorisimo9"
"José Antonio García Maldonado", "", "congress", "EN POSITIU", "EN POSITIU", "12", "https://twitter.com/AntonioGarcia08"
"Rosa Guirolat Martínez", "1", "congress", "EN POSITIU", "EN POSITIU", "13", "https://twitter.com/lecamas"
"Emilio José Espert Clemente", "0", "congress", "EN POSITIU", "EN POSITIU", "14", "No result found for Emilio José Espert Clemente of EN POSITIU in VALENCIA/VALÈNCIA"
"Inmaculada Soto Ortega", "1", "congress", "EN POSITIU", "EN POSITIU", "15", "https://twitter.com/YeclaCapital"
"Tomás Burgos Gallego", "0", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/ppvalladolid"
"José María Eiros Bouza", "0", "congress", "PARTIDO POPULAR", "PP", "2", "No result found for José María Eiros Bouza of PP in VALLADOLID"
"Ana Isabel Pita Esgueva", "1", "congress", "PARTIDO POPULAR", "PP", "3", "No result found for Ana Isabel Pita Esgueva of PP in VALLADOLID"
"David Esteban Rodríguez", "0", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/estebanview"
"Laura Martín Tejedor", "1", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/26_laurita"
"Francisco Igea Arisqueta", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/FranciscoIgea"
"Mario Rodríguez Cuadrado", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/MarioRdriguez"
"Alejandro Estébanez Lázaro", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/Crislzarobueno"
"María del Henar Álvarez García", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/HenarOrtiz"
"Raquel Alonso Martín", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/ralonsomartin"
"María Soraya Rodríguez Ramos", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/sorayapsoe"
"Cecilio Vadillo Arroyo", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/ceciliovadillo"
"Helena Caballero Gutiérrez", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/helenacastrilln"
"Mario Bedera Bravo", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/mariobedera"
"Marta María Carro García", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/MartaLoGar"
"Francisco Javier de la Rosa Gutiérrez", "0", "congress", "UNIDAD POPULAR: IZQUIEDA UNIDA,UNIDAD POPULAR EN COMÚN, IZQUIERDA CASTELLANA", "UPeC-IU-IZCA", "1", "https://twitter.com/PacodelaRosa2"
"Nieves Muñumer Moreda", "1", "congress", "UNIDAD POPULAR: IZQUIEDA UNIDA,UNIDAD POPULAR EN COMÚN, IZQUIERDA CASTELLANA", "UPeC-IU-IZCA", "2", "https://twitter.com/FuentesInviern0"
"Francisco Javier García Fernández", "0", "congress", "UNIDAD POPULAR: IZQUIEDA UNIDA,UNIDAD POPULAR EN COMÚN, IZQUIERDA CASTELLANA", "UPeC-IU-IZCA", "3", "https://twitter.com/javierfernandez"
"Eva Valentín Minayo", "1", "congress", "UNIDAD POPULAR: IZQUIEDA UNIDA,UNIDAD POPULAR EN COMÚN, IZQUIERDA CASTELLANA", "UPeC-IU-IZCA", "4", "https://twitter.com/HidalgoDepucela"
"Rubén de Pedro Arroyo", "0", "congress", "UNIDAD POPULAR: IZQUIEDA UNIDA,UNIDAD POPULAR EN COMÚN, IZQUIERDA CASTELLANA", "UPeC-IU-IZCA", "5", "https://twitter.com/Rubendepedro31"
"Juan Manuel del Olmo Ibáñez", "0", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/SiSePuedeVLL"
"Ana María Negro Macho", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/maria_cuadra"
"Israel Álvarez Calzada", "0", "congress", "PODEMOS", "PODEMOS", "3", "https://twitter.com/Isracalzada"
"Nerea García San José", "1", "congress", "PODEMOS", "PODEMOS", "4", "https://twitter.com/NoeliaLzr"
"Mario Fernández Frade", "0", "congress", "PODEMOS", "PODEMOS", "5", "https://twitter.com/MarioFFrade"
"Silvino Navarro Fernández", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/victorfdez21"
"María del Rocío Bernabé Arribas", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/BeRibas"
"Fernando de las Heras García", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/pacfoto"
"Pedro García Crespo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/pedrogcrespo"
"Ana Teresa Unibaso González", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/cosarrarrma"
"Susana Sumelzo Jordán", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/SSumelzo"
"Óscar Galeano Gracia", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/oscarmartinezdj"
"Ruth María Vallejo Dacosta", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/CEPYMEAragonPRL"
"Víctor Ruiz de Diego", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/eranlascinco"
"Mónica Sanz Abad", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/msolabad"
"Luis Antonio Zubieta Lacámara", "", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "6", "https://twitter.com/SSumelzo"
"Marta Azagra Marco", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "7", "https://twitter.com/MARCA"
"Eloy Suárez Lamata (PP)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "1", "https://twitter.com/eloysuarezl"
"Pilar Cortés Bureta (PP)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "2", "https://twitter.com/Maripilarica"
"Ramón Moreno Bustos (PP)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "3", "https://twitter.com/jrzara"
"Sara Cobos Trallero (PP)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "4", "https://twitter.com/saracantos91"
"José Manuel Aranda Lassa (PP)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "5", "https://twitter.com/jmarandalassa"
"Óscar Cámara Gil (PAR)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "6", "https://twitter.com/infraganti45"
"Inés Bellido Octavio (PP)", "", "congress", "PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS", "PP-PAR", "7", "https://twitter.com/RocoBellidoOcta"
"Rodrigo Gómez García", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/RodrigoGomGar"
"Lorenzo Sancho Redondo", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/Lorenzo_Sancho"
"Sheila Lahilla Royo", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/SheilaLahilla"
"David José Visús Blasco", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/DavidVisus"
"María Pilar Llamas Binaburo", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/mariacl69"
"Luis Antonio Lahuerta Sopeséns", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/elpamplonika"
"Elisa Sacacia Larrayad", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "7", "https://twitter.com/Pedro80488963"
"Jesús López Floría", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/JesusFloria"
"Ángel Javier López Capapé", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/angeldiablo22"
"Rosa María Sampériz Oroz", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/mariadefelix"
"Miguel Ángel Mateu Bardají", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/Logroo1"
"Alicia Rais Martín", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/aaragonmartin"
"Natalia Emilia Lavado Nalvaiz", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "No result found for Natalia Emilia Lavado Nalvaiz of UPyD in ZARAGOZA"
"Manuel López Gascón", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "7", "https://twitter.com/ManuelLGascon"
"María Rosa Magallón Botaya", "1", "congress", "UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN", "IU-CHA-UPeC", "1", "https://twitter.com/rosamagallonb"
"Chesús Yuste Cabello", "0", "congress", "UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN", "IU-CHA-UPeC", "2", "https://twitter.com/ChesusYuste"
"María Silvia Requena Hernández", "1", "congress", "UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN", "IU-CHA-UPeC", "3", "https://twitter.com/piadepablos"
